index,topic,label,length,sentiment,content
1126,Undefined,0,98,positive,"At least 100,000 churches called for the withdrawal of Brett Kavanaugh's Supreme Court nomination."
1127,Undefined,0,102,neutral,Franchised postal center outlets may charge more for mailing items than official postal service rates.
1128,Undefined,0,175,negative,"Two black men, Alize Ramon Smith and Jarron Keonte Moreland of Moore, Oklahoma, were lynched by four white people in April 2018, a crime that was largely ignored by the media."
1129,Undefined,0,84,neutral,"The Sturgis motorcycle rally in 2020 resulted in 250,000 COVID-19 coronavirus cases."
1130,Undefined,0,125,positive,A short list of 'fun facts' distributed on the Internet accurately describes the workings of the U.S. Social Security system.
1131,Undefined,0,129,negative,A father and son were gravely sickened at an Omaha Ramada resort by a hotel coffee pot was used to cook meth by a previous guest.
1132,Undefined,0,108,negative,People in Brooklyn are refusing to vaccinate their pets based on fears created by the anti-vaccine movement.
1133,Undefined,0,88,positive,Swabbing ticks with liquid soap is a recommended and effective method for removing them.
1134,Undefined,0,179,negative,Hillary Clinton's campaign made several payments to a company that destroys sensitive data due to an ongoing investigation into her use of e-mail while she was secretary of state.
1135,Undefined,0,105,positive,"After Donald Trump was elected president, Pope Francis said he had lost all faith in American Christians."
1136,Undefined,0,82,negative,Speaker Paul Ryan is blocking all incoming calls and faxes to his various offices.
1137,Undefined,0,119,positive,Chase Bank canceled the credit cards of former Trump national security adviser Michael Flynn due to 'reputational risk.
1138,Undefined,0,124,neutral,"Donald Trump said, 'Laziness is a trait in blacks ... I believe that. No black person will be president again any time soon."
1139,Undefined,0,73,neutral,Facebook is removing coupon and coupon-sharing groups from their network.
1140,Undefined,0,113,positive,"Man-made, radioactive 'diamond batteries' are capable of providing thousands of years of energy without a charge."
1141,Undefined,0,81,negative,Former U.S. President Donald Trump was banned for life from Facebook in May 2021.
1142,Undefined,0,173,neutral,"Undercover video footage shows that Beto O'Rourke campaign staff illegally used campaign resources to provide food, supplies and transportation to Central American migrants."
1143,Undefined,0,72,negative,A woman was raped and murdered in Turkey during a trek for 'world peace.
1144,Undefined,0,162,negative,"Ronald Reagan, who was diagnosed with Alzheimer's Disease five years after he left the presidency, was actually suffering from the disease while he was in office."
1145,Undefined,0,108,positive,"Keurig coffee maker users are at risk because the machines are prone to growth of mold, algae, and bacteria."
1146,Undefined,0,76,negative,Account of a 10-year-old boy's death explains dry drowning and its symptoms.
1147,Undefined,0,124,positive,"Luxottica controls 80 percent of eyewear brands, several major optometry chains, and the second-largest vision care insurer."
1148,Undefined,0,132,negative,"A Congressional bill sought to add FDR's D-Day prayer to the national World War II Memorial, but the Obama administration killed it."
1149,Undefined,0,70,positive,"Cocktails are a wholly American invention, popularized by Prohibition."
1150,Undefined,0,133,neutral,Barack Obama said that Hillary Clinton would 'say anything and do nothing' and that she was not qualified for the presidency in 2008.
1151,Undefined,0,115,negative,California's governor 'forbids' Christians from singing in church during the COVID-19 coronavirus disease pandemic.
1152,Undefined,0,59,neutral,A photograph shows a 'kids' concentration camp' in the U.S.
1153,Undefined,0,89,neutral,Donald Trump removed the terms 'LGBT' and 'climate change' from the White House web site.
1154,Undefined,0,75,neutral,Bernie Sanders was photographed napping at a Memorial Day ceremony in 2016.
1155,Undefined,0,110,neutral,A photograph depicts a school art project titled 'candlelight' that yielded unexpectedly suggestive paintings.
1156,Undefined,0,100,negative,A list documents the myriad reasons why people were committed to insane asylums in the 19th century.
1157,Undefined,0,53,neutral,Hillary Clinton donned a hijab for a new campaign ad.
1158,Undefined,0,46,positive,Amazon's Alexa randomly plays a 'creepy laugh.
1159,Undefined,0,95,positive,Three outfits from 'The Goonies' inspired character Dennis Nedry's wardrobe for 'Jurassic Park.
1160,Undefined,0,115,negative,Kay Jewelers regularly replaces diamonds with fakes or inferior stones during service and maintenance appointments.
1161,Undefined,0,110,positive,"The Environmental Protection Agency awarded $100 million to Flint, Michigan, at the behest of President Trump."
1162,Undefined,0,67,neutral,Researchers have discovered that octopus genomes contain alien DNA.
1163,Undefined,0,200,positive,"U.S. President Donald Trump's Supreme Court nominee Judge Amy Coney Barrett said that women should not be able to own, buy, or sell property without the permission of their husband or a male relative."
1164,Undefined,0,129,negative,A CVS drug store refused a customer's Puerto Rican driver's license when he was asked to show ID and demanded immigration papers.
1165,Undefined,0,57,negative,Temptations cat treats are causing renal failure in cats.
1166,Undefined,0,176,positive,"The Obama administration disinvited Medal of Honor recipient Dakota Meyer from the Marine Corps' 241st birthday ball in Kabul, Afghanistan, because he criticized the President."
1167,Undefined,0,173,neutral,"Former president Barack Obama referred to himself 75 times during his farewell speech, compared to just 3 self-references by President Donald Trump in his inaugural address."
1168,Undefined,0,52,positive,Purchases of U.S. flags are exempt from sales taxes.
1169,Undefined,0,115,negative,U.S. President Donald Trump has asked his advisers about the feasibility of stopping hurricanes with nuclear bombs.
1170,Undefined,0,120,positive,It's common practice in Norway to give away surplus apples to help feed the hungry by hanging them in bags from a fence.
1171,Undefined,0,41,negative,Costco toilet paper damages septic tanks.
1172,Undefined,0,95,negative,Rep. Mike Kennedy claimed that access to hospitals kills at least a million Americans per year.
1173,Undefined,0,98,neutral,"Peter Brabeck-Letmathe, a former chairman and CEO of Nestlé, said that water is not a human right."
1174,Undefined,0,90,neutral,Experts confirmed a computer server linked to Donald Trump 'was communicating with Russia.
1175,Undefined,0,101,negative,California Governor Jerry Brown signed a law allowing convicted felons to vote while still in prison.
1176,Undefined,0,104,negative,iPhone users can access emergency services simply by tapping the Lock button of their device five times.
1177,Undefined,0,93,negative,"U.S. President Donald Trump wrote personal checks to tornado victims in Nashville, Tennessee."
1178,Undefined,0,64,negative,A Dunkin' Donuts in Brooklyn refused to serve two NYPD officers.
1179,Undefined,0,81,negative,A woman was attacked in Hollywood because she was wearing a pro-Donald Trump hat.
1180,Undefined,0,91,negative,A Mexican mother's young son was recently poisoned by topical application of Vicks VapoRub.
1181,Undefined,0,151,negative,A circulating list of nine historical 'facts' about slavery accurately details the participation of non-whites in slave ownership and trade in America.
1182,Undefined,0,129,positive,"In the event of a hurricane, mobile phone users can update their voicemail greetings even if they lose WiFi and cellular service."
1183,Undefined,0,51,neutral,Keith Richards once pulled a knife on Donald Trump.
1184,Undefined,0,181,neutral,"As of October 2018, the office of Georgia Secretary of State Brian Kemp put on hold 53,000 voter registration applications, nearly 70 percent of them submitted by African Americans."
1185,Undefined,0,190,neutral,"A viral photograph in August 2021 shows a real healthcare worker who, as described in her placard, treated COVID-19 patients for '573 days' without being vaccinated or contracting the virus."
1186,Undefined,0,94,positive,"According to Thomas Homer-Dixon, wind turbines never recoup the energy it takes to build them."
1187,Undefined,0,48,neutral,McDonald's breakfast menu items use frozen eggs.
1188,Undefined,0,79,negative,An video shows a woman 'stealing' an item from a child shopper on Black Friday.
1189,Undefined,0,96,neutral,The U.S. Army is investigating ways to build biodegradable bullets that will sprout into plants.
1190,Undefined,0,86,negative,A black-and-white photograph depicts a real veteran of the American Revolutionary War.
1191,Undefined,0,116,positive,Lucky Charms cereal created a special edition of 'Loki Charms' in 2021 to help promote the 'Loki' series on Disney+.
1192,Undefined,0,92,negative,Filmmakers staged lemming suicide scenes for the Disney nature documentary White Wilderness.
1193,Undefined,0,237,negative,"Police in Kenosha, Wisconsin, gave water to Kyle Rittenhouse, the teen later charged with killing two people and wounding a third during protests over the police shooting of Jacob Blake, and said they 'appreciated' the counterprotesters."
1194,Undefined,0,74,positive,The hacker group Anonymous took down the Texas Republican Party's website.
1195,Undefined,0,153,positive,"President Eisenhower said that a political party must be dedicated to the advancement of a moral cause, otherwise it is just a conspiracy to seize power."
1196,Undefined,0,110,positive,"A photograph shows an African child on display in a 'human zoo' at the 1958 World's Fair in Brussels, Belgium."
1197,Undefined,0,101,positive,A widely shared June 2021 Facebook post included authentic photos of a lion receiving a foot massage.
1198,Undefined,0,75,neutral,U.S. President Donald Trump's name will appear on COVID-19 stimulus checks.
1199,Undefined,0,111,positive,The consumption of poppy seeds used on bagels and muffins can produce positive results on drug screening tests.
1200,Undefined,0,104,negative,Botswana condemned President Donald Trump's alleged remarks calling African nations 'shithole countries.
1201,Undefined,0,154,negative,USA Today wrapped a weekend print edition in a full-page ad resembling that paper's actual front page that included fake news stories about hybrid babies.
1202,Undefined,0,94,positive,A photograph shared to social media in October 2021 showed a star being born in the Milky Way.
1203,Undefined,0,120,positive,"In 1840, Abraham Lincoln, then a state legislator in Illinois, jumped out of a window in an attempt to prevent a quorum."
1204,Undefined,0,66,negative,A photograph shows a praying mantis after it killed a hummingbird.
1205,Undefined,0,84,neutral,"As of May 2021, Oklahoma's officially designated state vegetable was the watermelon."
1206,Undefined,0,136,negative,"A teacher trained in the use of firearms accidentally discharged a handgun in a California classroom, causing minor injury to a student."
1207,Undefined,0,52,neutral,A photograph shows an electric car charging in 1905.
1208,Undefined,0,108,neutral,"A photograph shows a pin in the collar of a Chinese officer's uniform, a training method to correct posture."
1209,Undefined,0,96,neutral,Donald Trump's Kentucky and Oklahoma 2016 campaign chairs are in jail for child sex trafficking.
1210,Undefined,0,92,neutral,A photograph shows a library parking facade lined with giant-sized representations of books.
1211,Undefined,0,154,neutral,"In March 2021, staff at a Walgreens pharmacy in Monroe, North Carolina, inadvertently injected some individuals with saline instead of a COVID-19 vaccine."
1212,Undefined,0,51,neutral,A zeppelin airship flew over Giza in Egypt in 1931.
1213,Undefined,0,68,neutral,A transgender boy won a state title in girls' high school wrestling.
1214,Undefined,0,127,neutral,"In January 2021, U.S. Rep. Emanuel Cleaver added 'A-Woman' after the traditional 'Amen' in a prayer to open the 117th Congress."
1215,Undefined,0,76,positive,A form of strep infection is capable of affecting the nasal cavity and face.
1216,Undefined,0,131,positive,Gay men reclaimed the hashtag #ProudBoys from the white supremacist organization of the same name in order to celebrate LBGTQ love.
1217,Undefined,0,99,positive,"An artist created a virtual illustration of Curetes, a street in the ancient Greek city of Ephesus."
1218,Undefined,0,68,neutral,A photograph shows a large blood clot removed from a patient's lung.
1219,Undefined,0,89,positive,The first Thanksgiving proclamation in the United States was issued by George Washington.
1220,Undefined,0,76,neutral,A photograph shows rocker Alice Cooper together with actress Jean Stapleton.
1221,Undefined,0,71,neutral,Country music icon Dolly Parton helped fund Moderna's COVID-19 vaccine.
1222,Undefined,0,52,neutral,A video shows a golfing robot hitting a hole-in-one.
1223,Undefined,0,100,neutral,Actor Misha Collins interned at the White House during U.S. President Bill Clinton's administration.
1224,Undefined,0,51,neutral,"The town of Fucking, Austria, was renamed 'Fugging."
1225,Undefined,0,195,neutral,U.S. President Donald Trump tried to deflect attention from his response to the COVID-19 coronavirus pandemic by repeatedly comparing it to President Barack Obama's handling of the H1N1 pandemic.
1226,Undefined,0,179,negative,"Police in Crawford County, Georgia forced local man Joe Nathan Goodwin, under threat of arrest, to cut off his own dog's head for rabies testing after police fatally shot the dog."
1227,Undefined,0,102,negative,The animated film 'Incredibles 2' contains scenes that prompted an epilepsy warning at movie theaters.
1228,Undefined,0,136,negative,"Mark Chambers, mayor of Carbon Hill, Ala., wrote on Facebook that members of the LGBTQ community and other groups should be 'killed out."
1229,Undefined,0,88,neutral,Symptoms of the respiratory condition known as asthma were once treated with cigarettes.
1230,Undefined,0,91,neutral,The Trump Administration is seeking to monitor social media posts of disability recipients.
1231,Undefined,0,84,positive,"In mid-2018, Domino's Pizza began giving cities and towns grants for street repairs."
1232,Undefined,0,150,negative,"Guido Menzio, an Italian economist, was removed from a plane because a fellow passenger thought the math problems he was working on looked suspicious."
1233,Undefined,0,64,positive,A video shows two hikers walking on a lake of crystal clear ice.
1234,Undefined,0,123,positive,President Donald Trump has proposed eliminating funding for a program helping low-income families with their heating bills.
1235,Undefined,0,91,positive,A photograph shows Roger Stone and members of the Proud Boys flashing a white power symbol.
1236,Undefined,0,217,neutral,"A viral article purporting to be the obituary of Margaret Ruth Groening, mother of 'The Simpsons' creator Matt Groening, is authentic and accurately describes the origins of the names of some of the show's characters."
1237,Undefined,0,155,negative,A statue of first lady Melania Trump in her native country of Slovenia was damaged in a fire during the 2020 Independence Day weekend in the United States.
1238,Undefined,0,85,negative,A mug shot from 1978 shows actor Tim Allen after he was arrested on a cocaine charge.
1239,Undefined,0,128,negative,A woman who rinsed her nasal passages using a neti pot filled with tap water contracted a fatal 'brain-eating' amoeba infection.
1240,Undefined,0,157,negative,Donna Brazile was fired from CNN after leaked e-mails suggested she used her position to pass information to the Clinton campaign about upcoming appearances.
1241,Undefined,0,138,positive,"In Australia, some people have to conduct repairs on machines used to help decompose sewage by diving into poop and other kinds of refuse."
1242,Undefined,0,121,neutral,"In an interview with Fox News, White House Press Secretary Kayleigh McEnany said that COVID-19 guidelines are 'Orwellian."
1243,Undefined,0,101,positive,A photograph shows a humorous sign warning people not to cross a field due to the presence of a bull.
1244,Undefined,0,86,neutral,It is estimated that there are more trees on Earth than stars in the Milky Way galaxy.
1245,Undefined,0,121,negative,A video of former president Donald Trump shows him complaining about 2020 election results from Mar-a-Lago in April 2021.
1246,Undefined,0,73,neutral,Playboy published nude photographs of 10-year-old actress Brooke Shields.
1247,Undefined,0,114,positive,U.S. Rep. Louie Gohmert asked whether the moon's orbit could be changed to help solve the issue of climate change.
1248,Undefined,0,59,neutral,"A rare 'zonkey,' or zebra-donkey hybrid, was born in Kenya."
1249,Undefined,0,111,neutral,A lunar eclipse occurring on 27 July 2018 will be the longest duration total lunar eclipse of the 21st century.
1250,Undefined,0,183,negative,"Eric Clapton described his 'disastrous' experience after receiving a second-dose of the AstraZeneca COVID-19 vaccine in a letter penned to friend and lockdown opponent, Robin Monotti."
1251,Undefined,0,58,positive,Kissing bugs in the U.S. carry a disease-causing parasite.
1252,Undefined,0,89,negative,"In June 2018, a reticulated python swallowed and killed a woman in an Indonesian village."
1253,Undefined,0,136,positive,A video shows Abraham Lincoln's animatronic body partially collapsed and folded forward at Disney World's Hall of Presidents attraction.
1254,Undefined,0,134,positive,The woman who threw eggs at Simon Cowell during a 2013 'Britain's Got Talent' show is now a music composer for the Disney+ show 'Loki.
1255,Undefined,0,164,negative,Thousands of pigeons released during the opening ceremony of the 1936 Olympic Games pooped on much of the audience after being frightened by ceremonial cannon fire.
1256,Undefined,0,91,positive,U.S. President Joe Biden signed legislation that helps veterans with PTSD get service dogs.
1257,Undefined,0,94,neutral,A photograph shows an 'inflatable dam' holding back the flood waters surrounding a Texas home.
1258,Undefined,0,135,negative,"In September 2021, Samuel Adams announced the release of a beer that would be illegal in 15 states because of its high alcohol content."
1259,Undefined,0,101,negative,A student mistook examples of unsolved statistics problems for a homework assignment and solved them.
1260,Undefined,0,157,negative,"An animation video shows air traffic over the United States on Sept. 11, 2001, as thousands of flights were grounded after a terrorist attack on the country."
1261,Undefined,0,148,positive,"British media personality Piers Morgan penned a scathing open letter to U.S. President Donald Trump, marking the end of their years-long friendship."
1262,Undefined,0,73,negative,"In March 2021, Fox News host Sean Hannity accidentally vaped live on air."
1263,Undefined,0,159,negative,Cleveland Browns running back Isaiah Crowell once posted to his Instagram profile an artist's rendering of a hooded man cutting the throat of a police officer.
1264,Undefined,0,136,neutral,Then-U.S. Sen. Joe Biden withdrew from the 1988 presidential race after admitting to plagiarism and exaggeration of his academic record.
1265,Undefined,0,125,negative,A viral video shows an Illinois man harassing a woman in a public park for wearing a t-shirt bearing the flag of Puerto Rico.
1266,Undefined,0,145,positive,"Jon Voight once said 'I pray all Americans who have seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump'"
1267,Undefined,0,125,negative,"In 2019, the presidential campaign of Michael Bloomberg worked with a vendor that used prison labor on the campaign's behalf."
1268,Undefined,0,49,positive,A photograph shows a whimsical cottage in Poland.
1269,Undefined,0,83,neutral,President Donald Trump's son Barron was once photographed wearing Nike brand shoes.
1270,Undefined,0,102,neutral,"An image reproduces Bernie Sanders' 1978 New Year's resolution, as given to a local Vermont newspaper."
1271,Undefined,0,103,negative,A newspaper clipping from 1918 informing readers of the do's and don'ts of flu prevention is authentic.
1272,Undefined,0,185,positive,"On Sept. 27, 2021, California Gov. Gavin Newsom signed a law that would require county election officials to mail every registered, active voter in California a ballot before elections."
1273,Undefined,0,112,negative,Bernie Sanders is one of the few 2016 presidential candidates (if not the only one) to pay his campaign interns.
1274,Undefined,0,94,neutral,Democratic 2020 presidential nominee Joe Biden called U.S. President Donald Trump 'xenophobic.
1275,Undefined,0,153,positive,"A black-and-white photograph, shared widely in September 2021, shows an Italian police officer issuing a ticket to a woman wearing a bikini in the 1950s."
1276,Undefined,0,77,neutral,A tiger was seen wandering the streets of a Houston neighborhood in May 2021.
1277,Undefined,0,88,negative,A video shows silent film star Buster Keaton performing a risky stunt on a moving train.
1278,Undefined,0,154,positive,There is a point in the middle of the Pacific Ocean so far from land that it's likely the closest humans to it are aboard the International Space Station.
1279,Undefined,0,94,negative,A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.
1280,Undefined,0,73,positive,Slaves were in part responsible for the construction of the U.S. Capitol.
1281,Undefined,0,112,positive,A video shows Bill Clinton saying that his wife Hillary Clinton 'communed' with the spirit of Eleanor Roosevelt.
1282,Undefined,0,126,neutral,A newly discovered species of amphibian was named 'Dermophis donaldtrumpi' as an unflattering reference to the U.S. President.
1283,Undefined,0,139,negative,"In June 2018, members of the United Methodist Church brought church charges, including child abuse, against Attorney General Jeff Sessions."
1284,Undefined,0,175,negative,"The word 'quarantine' stems from the Italian word for 'forty,' representing the number of days persons potentially exposed to communicable diseases had to remain in isolation."
1285,Undefined,0,175,negative,"Dick Van Dyke said of Donald Trump, 'There are millions of people who share his anger, paranoia, and his hatred ... I think we have to stop a man who wants to be the dictator."
1286,Undefined,0,103,neutral,Pencils bearing an anti-drug slogan had to be recalled because sharpening them subverted their message.
1287,Undefined,0,97,negative,A lost hiker ignored phone calls from a search and rescue crew because the number was unfamiliar.
1288,Undefined,0,57,positive,A picture shows a gun designed to look like a Lego model.
1289,Undefined,0,68,negative,GM announced plans to stop making gasoline-powered vehicles by 2035.
1290,Undefined,0,131,neutral,"Deputy Scott Wood was shot by Black convenience store robbers, and the incident was not widely reported in the national news media."
1291,Undefined,0,101,positive,"Donald Trump, Jr. called conservative radio host and commentator Rush Limbaugh a 'true American icon."
1292,Undefined,0,266,positive,"The Onion published a satirical article warning that removing U.S. Rep. Marjorie Taylor Greene from committee assignments would leave her with more free time, shortly before Greene commented that being removed from committee assignments had given her more free time."
1293,Undefined,0,150,negative,The FBI warned officials of armed protests planned at all 50 state capitols and the U.S. Capitol for the days preceding the inauguration of Joe Biden.
1294,Undefined,0,117,negative,Former U.S. Vice President Mike Pence said 'America lost a Giant' in reference to radio host Rush Limbaugh's passing.
1295,Undefined,0,72,neutral,A photograph shows an antelope with a large spiderweb between its horns.
1296,Undefined,0,104,neutral,"In late July 2021, Twitter announced it was testing a 'downvote' option for tweets made on the platform."
1297,Undefined,0,133,negative,"On and around June 6, 2021, U.S. President Joe Biden failed to acknowledge or commemorate the 77th anniversary of the D-Day landings."
1298,Undefined,0,62,negative,A fatal wave of molasses swept through Boston in January 1919.
1299,Undefined,0,87,negative,A sheriff attributed a suspect's being shot 68 times to 'that's all the bullets we had.
1300,Undefined,0,263,positive,"U.S. representatives Marjorie Taylor-Greene and Lauren Boebert were the only lawmakers who voted against the Transplant Act of 2021, which reauthorizes the National Marrow Donor Program, a database that helps match donors and patients with serious blood diseases."
1301,Undefined,0,242,positive,Restrictions announced by Canadian Prime Minister Justin Trudeau in March 2021 required that travelers entering the nation would be required to 'immediately quarantine in designated government facilities' if they tested positive for COVID-19.
1302,Undefined,0,150,positive,Code Pink member Desiree Fairooz was prosecuted for disorderly conduct after she laughed during Attorney General Jeff Sessions's confirmation hearing.
1303,Undefined,0,182,negative,"A lawyer in Texas was arrested for a prank in which he dressed up like the killer in the movie 'Halloween,' Michael Myers, and roamed the beach in Galveston, Texas, ahead of a storm."
1304,Undefined,0,40,neutral,A photograph shows a frog's 'buttcheeks.
1305,Undefined,0,82,positive,"In 1992 Donald Trump was quoted saying of women, 'You have to treat 'em like shit."
1306,Undefined,0,72,negative,"In May 2017, the ACLU issued a warning for Americans traveling to Texas."
1307,Undefined,0,85,neutral,U.S. Energy Secretary Rick Perry posted a legal-notice hoax to his Instagram account.
1308,Undefined,0,164,negative,"U.S. President Trump acknowledged that COVID-19 is deadlier than the flu in early February 2020, but continued to downplay the pandemic as 'like the flu' in public."
1309,Undefined,0,111,negative,"Nickelodeon, the children's network, went off air for eight minutes and 46 seconds to protest police brutality."
1310,Undefined,0,124,positive,"On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday."
1311,Undefined,0,95,neutral,"A brief, black-and-white video posted to Reddit shows a panoramic view of the surface of Pluto."
1312,Undefined,0,141,neutral,"Rapper Kanye West is living in Atlanta's Mercedes-Benz Stadium to work on his 10th studio album, which is slated for release on Aug. 6, 2021."
1313,Undefined,0,110,negative,U.S. Sen. Majority Leader Mitch McConnell said that U.S. President Trump 'provoked' the attack on the Capitol.
1314,Undefined,0,110,negative,Holocaust-era diarist Anne Frank wrote about families being torn apart and women and children being separated.
1315,Undefined,0,87,neutral,A video shows a gold-colored statue of former U.S. President Donald Trump at CPAC 2021.
1316,Undefined,0,111,neutral,"TV host Brian Kilmeade said, 'If you use the term 'This is an invasion,' that's not anti-Hispanic. It's a fact."
1317,Undefined,0,70,negative,A photograph shows a large boat blocking traffic on a Florida highway.
1318,Undefined,0,145,neutral,An image shows an advertisement for Trump Tower in Mumbai stating that there is 'only one way to live' installed over a group of homeless people.
1319,Undefined,0,55,negative,A photograph shows actor Bill Murray and a crying baby.
1320,Undefined,0,96,negative,"In 1981, world famous boxer Muhammad Ali once talked a suicidal man off the ledge of a building."
1321,Undefined,0,94,neutral,Photographs depict then-model Melania Trump (nee Knauss) posing provocatively for GQ magazine.
1322,Undefined,0,60,negative,Madonna compared Britney Spears' conservatorship to slavery.
1323,Undefined,0,119,positive,An opinion piece entitled 'Thoughts from a hipster coffee shop' was written by conservative commentator Alyssa Ahlgren.
1324,Undefined,0,103,positive,"In October 2020, actress Jane Fonda said the COVID-19 coronavirus pandemic was 'God's gift to the Left."
1325,Undefined,0,56,negative,More than 100 whales are trapped in an underwater 'jail.
1326,Undefined,0,91,neutral,The 2017 GOP tax overhaul plan includes language that attempts to codify 'fetal personhood.
1327,Undefined,0,158,positive,"In 2003, the U.S Congress renamed french fries sold in their cafeterias to 'freedom fries' after France expressed opposition to the U.S.-led invasion of Iraq."
1328,Undefined,0,186,negative,"Singer Dolly Parton said of the use of the word 'Dixie' in her 'Dixie Stampede' dinner attraction: When 'you realize that [something] is a problem, you should fix it. Don't be a dumbass."
1329,Undefined,0,124,positive,A video shows metal pieces that fit together so well that they appear to be single unmodified blocks of metal when combined.
1330,Undefined,0,83,neutral,Tickets to a punk concert at Four Seasons Total Landscaping sold out in 17 minutes.
1331,Undefined,0,192,negative,"U.S. Rep. Marjorie Taylor Greene likened the U.S. House of Representatives' COVID-19 mitigation rules, and House Speaker Nancy Pelosi's views on them, to the worst atrocities of the Holocaust."
1332,Undefined,0,137,positive,"AR-15 rifles were used to commit every major mass shooting in the United States since a 2012 attack in an Aurora, Colorado movie theater."
1333,Undefined,0,177,negative,"Former U.S President Donald Trump, in regards to former Secretary of State Colin Powell's death, said that Powell made 'big mistakes' and was 'a RINO' (Republican in name only)."
1334,Undefined,0,100,neutral,Photographs show a homeless shelter with painted social-distancing boxes in a Las Vegas parking lot.
1335,Undefined,0,164,negative,"In January 2021, Hillary Clinton suggested U.S. President Donald Trump spoke by phone with Vladimir Putin on the day of an attack on the U.S. Capitol, Jan. 6, 2021."
1336,Undefined,0,78,positive,A woman killed her husband over his bidding and play of a bridge hand in 1929.
1337,Undefined,0,100,neutral,"In January 2021, Chinese health officials detected the coronavirus in ice cream produced in Tianjin."
1338,Undefined,0,144,negative,President Trump signed a bill blocking Obama-era background checks that would have made it easier to flag mentally ill potential gun purchasers.
1339,Undefined,0,125,negative,Donald Trump leveled the same criticisms against President Barack Obama over Syrian strikes that were later used against him.
1340,Undefined,0,126,negative,U.S. President Donald Trump accused U.S. Sen. Ted Cruz of fraud on Twitter after coming in second during the 2016 Iowa caucus.
1341,Undefined,0,106,negative,A photograph of a fire at Notre Dame Cathedral in Paris shows the Eiffel Tower directly in the background.
1342,Undefined,1,85,negative,"'A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people."
1343,Undefined,1,54,negative,'I don't think there's any doubt (Joe) Biden's senile.
1344,Undefined,1,87,neutral,'Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.
1345,Undefined,1,52,neutral,The mRNA COVID-19 vaccines are 'really gene therapy.
1346,Undefined,1,74,negative,'Black Lives Matter and antifa set Catholic church on fire in Minneapolis.
1347,Undefined,1,95,negative,Says Nancy Pelosi was 'caught trying to include abortion funding in bill to combat coronavirus.
1348,Undefined,1,129,positive,"Says Joe Biden said, 'You know, we have to come together. That's why I'm running. I'm running as a proud Democrat for the Senate."
1349,Undefined,1,104,neutral,President Barack Obama and Vice President Joe Biden 'left me 128 judges to fill. You just don't do that.
1350,Undefined,1,62,neutral,Calls COVID-19 vaccine a 'non-FDA-approved experimental agent.
1351,Undefined,1,154,negative,"By clicking on a link from a fake USPS text message, 'you are sending your precise location to sex traffickers in your local area' so they can kidnap you."
1352,Undefined,1,161,positive,Ninety pounds of cocaine was found on a boat owned by Mitch McConnell's family and that they are 'financing his Senate campaigns with their cocaine drug profits.
1353,Undefined,1,109,positive,"Says Marjorie Taylor Greene said, 'Jesus loves the U.S. most and that is why the Bible is written in English."
1354,Undefined,1,68,negative,'Kill a White on Sight' appears on Black Lives Matter/Antifa flyers.
1355,Undefined,1,66,neutral,'Very few ... if any' states have a minimum wage of $7.25 an hour.
1356,Undefined,1,99,negative,"Says Rep. Brian Fitzpatrick, R-Pa., 'stood with Trump and the lies... He stood with QAnon, not you."
1357,Undefined,1,54,negative,"'Bill Clinton death ruled a homicide, death by poison."
1358,Undefined,1,77,negative,"Detroit has '2,503 dead people registered' including 'one voter born in 1823."
1359,Undefined,1,98,neutral,Says Kentucky Attorney General Daniel Cameron 'married his mentor Mitch McConnell's granddaughter.
1360,Undefined,1,54,neutral,A photo shows Kyle Rittenhouse wearing a 'Klan outfit.
1361,Undefined,1,77,neutral,"'Biden's tax rate on a family making 75,000 dollars would go from 12% to 25%."
1362,Undefined,1,76,positive,Photo shows the 'USS Al Gore Global Warming Research Vessel' covered in ice.
1363,Undefined,1,89,neutral,In South Florida 'all children and adults must remain in their homes' due to coronavirus.
1364,Undefined,1,84,negative,"Says Biden supports a school choice ban that would impact 74,000 Wisconsin students."
1365,Undefined,1,100,neutral,"There are '360,000 (deaths) a year from swimming pools. But we don't shut the country down for that."
1366,Undefined,1,92,negative,'Marquette University threatened to rescind student's admission over pro-Trump TikTok video.
1367,Undefined,1,84,neutral,'Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.
1368,Undefined,1,95,negative,The Trump administration put secret watermarks on official ballots to trick cheating Democrats.
1369,Undefined,1,168,negative,CNN aired a video of a toddler running away from another toddler with the headlines 'Terrified toddler runs from racist baby' and 'Racist baby probably voted for Trump.
1370,Undefined,1,38,neutral,'Joe Biden wants to end school choice.
1371,Undefined,1,71,negative,'It makes no sense to require vaccinations for the previously infected.
1372,Undefined,1,117,neutral,"'Pick up a product. Look at the barcode. If the first 3 numbers are 690 or 691 or 692, the product was made in China."
1373,Undefined,1,112,positive,'It would cost $20 billion to end homelessness in the U.S.' and 'halting global warming would cost $300 billion.
1374,Undefined,1,129,negative,'The FBI is using its counterterrorism division to investigate and add 'threat tags' to parents who are protesting school boards.
1375,Undefined,1,77,neutral,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary."
